,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 08:54:20:568,0,15.3,0.0,-0.26999998,41.65695,-83.606964,0.02828427,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:574,-40,15.3,0.0,-0.28,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:627,-37,15.3,0.0,-0.29,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:657,-37,15.3,0.0,-0.29,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:675,0,15.3,0.0,-0.28,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:691,-37,15.3,0.0,-0.29,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:716,0,15.3,0.0,-0.29,41.65695,-83.606964,0.071414284,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:741,-40,15.3,0.0,-0.3,41.65695,-83.606964,0.061644137,false,0,15,2.74,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:764,-37,15.3,0.0,-0.3,41.65695,-83.606964,0.061644137,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:820,-38,15.3,0.0,-0.3,41.65695,-83.606964,0.061644137,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:857,-40,15.3,0.0,-0.3,41.65695,-83.606964,0.061644137,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:883,-37,15.3,0.0,-0.3,41.65695,-83.606964,0.061644137,false,0,15,2.74,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:926,-40,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:933,0,15.3,0.0,-0.29999998,41.65695,-83.606964,0.061644137,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:20:947,0,15.3,0.0,-0.29999998,41.65695,-83.606964,0.061644137,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:20:972,-40,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:006,-37,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:055,-40,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:082,0,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:088,-37,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:167,-37,15.3,0.0,-0.31,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:172,-40,15.3,0.0,-0.31,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:236,0,15.3,0.0,-0.31,41.65695,-83.606964,0.033166245,false,0,15,2.75,0.27999878,0.57,255,97,245,16,1,5,0,0.7
20170727 08:54:21:242,-40,15.3,0.0,-0.32,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:257,-37,15.3,0.0,-0.32,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:286,-37,15.3,0.0,-0.31,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:411,0,15.3,0.0,-0.32,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.27999878,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:443,0,15.3,0.0,-0.31,41.65695,-83.606964,0.014142135,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:459,0,15.3,0.0,-0.31,41.65695,-83.606964,0.048989795,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:573,0,15.3,0.0,-0.31,41.65695,-83.606964,0.048989795,false,0,15,2.75,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:649,-40,15.3,0.0,-0.32,41.65695,-83.606964,0.02,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:683,-40,15.3,0.0,-0.32,41.65695,-83.606964,0.02,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:716,0,15.3,0.0,-0.32,41.65695,-83.606964,0.02,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:737,-37,15.3,0.0,-0.32,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:751,0,15.3,0.0,-0.32,41.65695,-83.606964,0.02,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:782,-37,15.3,0.0,-0.33,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:818,-37,15.3,0.0,-0.32,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:859,0,15.3,0.0,-0.32999998,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.29000092,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:871,-37,15.3,0.0,-0.33,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:908,-40,15.3,0.0,-0.33,41.65695,-83.606964,2.5302567,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:21:933,0,15.3,0.0,-0.32,41.65695,-83.606964,0.050990194,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:115,-37,15.3,0.0,-0.33,41.65695,-83.606964,0.031622775,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:133,0,15.3,0.0,-0.32999998,41.65695,-83.606964,0.037416574,false,0,15,2.74,0.30000305,0.59,255,97,245,16,1,5,0,0.7
20170727 08:54:22:139,0,15.3,0.0,-0.32999998,41.65695,-83.606964,0.037416574,false,0,15,2.74,0.30000305,0.59,255,97,245,16,1,5,0,0.7
20170727 08:54:22:152,-37,15.3,0.0,-0.34,41.65695,-83.606964,0.05,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:176,-37,15.3,0.0,-0.33,41.65695,-83.606964,0.05,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:231,-40,15.3,0.0,-0.33,41.65695,-83.606964,0.05,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:250,0,15.3,0.0,-0.32999998,41.65695,-83.606964,0.05,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:298,0,15.3,0.0,-0.32999998,41.65695,-83.606964,0.05,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.7
20170727 08:54:22:303,-40,15.3,0.0,-0.34,41.65695,-83.606964,2.5203373,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:22:533,0,15.3,0.0,-0.32999998,41.656948,-83.606964,0.042426407,false,0,15,2.74,0.30000305,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:22:638,0,15.3,0.0,-0.32,41.656948,-83.606964,0.058309518,false,0,15,2.74,0.3100052,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:22:706,0,15.3,0.0,-0.32,41.656948,-83.606964,0.058309518,false,0,15,2.74,0.3100052,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:22:914,0,15.3,0.0,-0.32,41.656948,-83.606964,0.041231055,false,0,15,2.74,0.3100052,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:22:933,0,15.3,0.0,-0.32,41.656948,-83.606964,0.041231055,false,0,15,2.74,0.3100052,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:053,0,15.3,0.0,-0.32,41.656948,-83.606964,0.07,false,0,15,2.74,0.3100052,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:104,0,15.3,0.0,-0.31,41.656948,-83.606964,0.07,false,0,15,2.74,0.3100052,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:182,-40,15.3,0.0,-0.32,41.656948,-83.606964,0.04358899,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:396,0,15.3,0.0,-0.32,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:448,0,15.3,0.0,-0.31,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:454,0,15.3,0.0,-0.31,41.656948,-83.606964,0.024494898,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:545,0,15.3,0.0,-0.29999998,41.656948,-83.606964,0.024494898,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:622,-37,15.3,0.0,-0.31,41.656948,-83.606964,0.024494898,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:712,0,15.3,0.0,-0.29999998,41.656948,-83.606964,0.017320508,false,0,15,2.74,0.3199997,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:733,0,15.3,0.0,-0.29,41.656948,-83.606964,0.017320508,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:747,-40,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:782,-40,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:822,-40,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:860,0,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:23:878,-37,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:23:896,0,15.3,0.0,-0.29,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:004,-41,15.3,0.0,-0.29,41.656948,-83.606964,0.022360679,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:24:127,0,15.3,0.0,-0.29,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:133,-37,15.3,0.0,-0.28,41.656948,-83.606964,2.5603125,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:24:147,0,15.3,0.0,-0.28,41.656948,-83.606964,0.022360679,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:232,0,15.3,0.0,-0.28,41.656948,-83.606964,0.041231055,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:282,-37,15.3,0.0,-0.28,41.656948,-83.606964,0.0678233,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:24:295,0,15.3,0.0,-0.28,41.656948,-83.606964,0.041231055,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:402,-41,15.3,0.0,-0.28,41.656948,-83.606964,0.09695359,false,0,15,2.75,0.33000183,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:441,-37,15.3,0.0,-0.28,41.656948,-83.606964,0.09695359,false,0,15,2.75,0.33000183,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:510,-37,15.3,0.0,-0.28,41.656948,-83.606964,2.4900403,false,0,15,2.75,0.33999634,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:547,0,15.3,0.0,-0.28,41.656948,-83.606964,0.09695359,false,0,15,2.75,0.33000183,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:633,0,15.3,0.0,-0.28,41.656948,-83.606964,0.014142135,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:649,-38,15.3,0.0,-0.28,41.656948,-83.606964,0.014142135,false,0,15,2.75,0.33999634,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:693,0,15.3,0.0,-0.28,41.656948,-83.606964,0.014142135,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:763,-40,15.3,0.0,-0.28,41.656948,-83.606964,0.044721358,false,0,15,2.75,0.33999634,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:824,-37,15.3,0.0,-0.28,41.656948,-83.606964,0.048989795,false,0,15,2.75,0.33999634,0.58,255,97,245,16,1,5,0,0.65
20170727 08:54:24:899,0,15.3,0.0,-0.28,41.656948,-83.606964,0.048989795,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:24:940,0,15.3,0.0,-0.26999998,41.656948,-83.606964,0.048989795,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:074,0,15.3,0.0,-0.26,41.656948,-83.606964,0.01,false,0,15,2.75,0.34000397,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:124,0,15.3,0.0,-0.26,41.656948,-83.606964,0.01,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:335,0,15.3,0.0,-0.26,41.656948,-83.606964,0.050990194,false,0,15,2.75,0.34000397,0.58,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:350,0,15.3,0.0,-0.26,41.656948,-83.606964,0.050990194,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:483,-40,15.3,0.0,-0.27,41.656948,-83.606964,0.0728011,false,0,15,2.74,0.34999847,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:25:555,0,15.3,0.0,-0.25,41.656948,-83.606964,0.07549834,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:560,0,15.3,0.0,-0.25,41.656948,-83.606964,0.07549834,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:656,-40,15.3,0.0,-0.25,41.656948,-83.606964,0.092736185,false,0,15,2.74,0.34999847,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:25:702,0,15.3,0.0,-0.24,41.656948,-83.606964,0.092736185,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:738,0,15.3,0.0,-0.24,41.656948,-83.606964,0.092736185,false,0,15,2.74,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:839,0,15.3,0.0,-0.24,41.656948,-83.606964,0.044721358,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:906,0,15.3,0.0,-0.24,41.656948,-83.606964,0.044721358,false,0,15,2.75,0.34999847,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:25:927,-37,15.3,0.0,-0.24,41.656948,-83.606964,0.022360679,false,0,15,2.75,0.34999847,0.59,255,97,245,8,1,5,0,0.65
20170727 08:54:26:117,-41,15.3,0.0,-0.23,41.656948,-83.606964,2.5609763,false,0,15,2.75,0.34999847,0.59,255,97,245,8,1,5,0,0.65
20170727 08:54:26:140,0,15.3,0.0,-0.22999999,41.656948,-83.606964,0.022360679,false,0,15,2.75,0.34999847,0.59,255,97,245,8,1,5,0,0.65000004
20170727 08:54:26:147,0,15.3,0.0,-0.22999999,41.656948,-83.606964,0.022360679,false,0,15,2.75,0.34999847,0.59,255,97,245,8,1,5,0,0.65000004
20170727 08:54:26:239,0,15.3,0.0,-0.22,41.656948,-83.606964,0.0734847,false,0,15,2.74,0.34999847,0.59,255,97,245,8,1,5,0,0.65000004
20170727 08:54:26:288,0,15.3,0.0,-0.22,41.656948,-83.606964,0.0734847,false,0,15,2.74,0.34999847,0.59,255,97,245,8,1,5,0,0.65000004
20170727 08:54:26:388,-40,15.3,0.0,-0.22,41.656948,-83.606964,2.5416136,false,0,15,2.74,0.34999847,0.59,255,97,245,8,1,5,0,0.65
20170727 08:54:26:454,-37,15.3,0.0,-0.2,41.656948,-83.606964,0.09899495,false,0,15,2.74,0.34999847,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:522,-40,15.3,0.0,-0.2,41.656948,-83.606964,0.042426404,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:553,-40,15.3,0.0,-0.2,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:572,0,15.3,0.0,-0.21,41.656948,-83.606964,0.09899495,false,0,15,2.74,0.34999847,0.59,255,97,245,8,1,5,0,0.65000004
20170727 08:54:26:586,-40,15.3,0.0,-0.2,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:609,-37,15.3,0.0,-0.19,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:641,0,15.3,0.0,-0.19999999,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:26:656,-41,15.3,0.0,-0.19,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:687,-37,15.3,0.0,-0.2,41.656948,-83.606964,2.5603905,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:704,0,15.3,0.0,-0.19999999,41.656948,-83.606964,0.014142135,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:26:769,-40,15.3,0.0,-0.2,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:26:895,0,15.3,0.0,-0.19,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:26:923,0,15.3,0.0,-0.19,41.656948,-83.606964,0.048989795,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:026,-40,15.3,0.0,-0.19,41.656948,-83.606964,0.057445627,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:056,0,15.3,0.0,-0.17999999,41.656948,-83.606964,0.057445627,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:076,-36,15.3,0.0,-0.17,41.656948,-83.606964,0.057445627,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:122,-40,15.3,0.0,-0.17,41.656948,-83.606964,0.15524174,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:127,0,15.3,0.0,-0.17,41.656948,-83.606964,0.057445627,false,0,15,2.74,0.3600006,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:152,-36,15.3,0.0,-0.17,41.656948,-83.606964,0.15524174,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:291,0,15.3,0.0,-0.17,41.656948,-83.606964,0.15524174,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:338,0,15.3,0.0,-0.16,41.656948,-83.606964,0.15524174,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:346,-41,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:386,-36,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:426,-39,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:467,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:545,-41,15.3,0.0,-0.17,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:571,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:576,0,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:582,0,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:591,-39,15.3,0.0,-0.17,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:634,-41,15.3,0.0,-0.16,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:668,-39,15.3,0.0,-0.16,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:708,0,15.3,0.0,-0.17,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:722,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:734,0,15.3,0.0,-0.16,41.656948,-83.606964,0.037416574,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:753,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:789,-36,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:828,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65
20170727 08:54:27:841,0,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:870,-39,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:27:900,0,15.3,0.0,-0.16,41.656948,-83.606964,0.06928203,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.65000004
20170727 08:54:27:919,-36,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:27:949,-37,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:27:999,-35,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:032,-40,15.3,0.0,-0.15,41.656948,-83.606964,0.022360679,false,0,15,2.73,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:066,-37,15.3,0.0,-0.15,41.656948,-83.606964,0.022360679,false,0,15,2.73,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:133,0,15.3,0.0,-0.16,41.656948,-83.606964,0.022360679,false,0,15,2.74,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:140,0,15.3,0.0,-0.14999999,41.656948,-83.606964,0.022360679,false,0,15,2.73,0.37000275,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:148,-35,15.3,0.0,-0.15,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:167,-39,15.3,0.0,-0.14,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:207,-39,15.3,0.0,-0.14,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:235,0,15.3,0.0,-0.14,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.38000488,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:251,-40,15.3,0.0,-0.14,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:289,-37,15.3,0.0,-0.14,41.656948,-83.606964,0.07681146,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:301,0,15.3,0.0,-0.14,41.656948,-83.606964,0.11575837,false,0,15,2.73,0.38000488,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:332,-35,15.3,0.0,-0.14,41.656948,-83.606964,0.106770776,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:382,-35,15.3,0.0,-0.14,41.656948,-83.606964,0.106770776,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
20170727 08:54:28:416,-40,15.3,0.0,-0.13,41.656948,-83.606964,0.106770776,false,0,15,2.73,0.37999725,0.59,255,97,245,16,1,5,0,0.6
