,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 08:57:38:881,0,14.7,0.0,34.86,41.656994,-83.60661,3.2349033,true,0,20,0.72999996,21.900002,-1.01,255,225,245,3,1,5,0,0.45000002
20170727 08:57:38:895,-55,14.7,0.0,34.85,41.656998,-83.606606,3.2349036,true,0,20,-0.59,21.830002,4.67,255,225,245,3,1,5,0,0.45
20170727 08:57:38:900,0,14.7,0.0,34.86,41.656998,-83.606606,3.2349033,true,0,20,0.37,21.900002,2.1499999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:38:943,-60,14.7,0.0,34.84,41.656998,-83.606606,3.0569918,true,0,20,-1.18,21.809998,5.81,255,225,245,3,1,5,0,0.45
20170727 08:57:38:985,-58,14.7,0.0,34.84,41.656998,-83.606606,3.0514421,true,0,20,-2.34,21.730003,7.2,255,225,245,3,1,5,0,0.45
20170727 08:57:39:013,0,14.7,0.0,34.84,41.656998,-83.606606,3.0514421,true,0,20,-1.18,21.810005,5.81,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:082,0,14.7,0.0,34.84,41.656998,-83.606606,3.0514421,true,0,20,-2.72,21.730003,7.6099997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:113,-57,14.7,0.0,34.83,41.657,-83.6066,3.0514421,true,0,20,-3.57,21.769997,8.0,255,225,245,3,1,5,0,0.45
20170727 08:57:39:129,-57,14.7,0.0,34.83,41.657,-83.6066,2.8380451,true,0,20,-3.27,21.830002,7.58,255,225,245,3,1,5,0,0.45
20170727 08:57:39:183,-56,14.7,0.0,34.82,41.657,-83.6066,2.6702995,true,0,20,-2.19,21.849998,6.87,255,225,245,3,1,5,0,0.45
20170727 08:57:39:244,-64,14.7,0.0,34.82,41.657,-83.6066,2.6702995,true,0,20,-1.25,21.769997,6.74,255,225,245,3,1,5,0,0.45
20170727 08:57:39:277,0,14.7,0.0,34.829998,41.657,-83.6066,2.6702995,true,0,20,-3.27,21.830002,7.58,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:294,-61,14.7,0.0,34.82,41.657,-83.6066,2.6702995,true,0,20,-0.68,21.769997,6.86,255,225,245,3,1,5,0,0.45
20170727 08:57:39:310,0,14.7,0.0,34.82,41.657,-83.6066,2.6702995,true,0,20,-1.87,21.830002,6.7799997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:327,-58,14.7,0.0,34.82,41.657,-83.60659,2.3950365,true,0,20,-0.12,21.769997,7.15,255,225,245,3,1,5,0,0.45
20170727 08:57:39:392,-59,14.7,0.0,34.81,41.657005,-83.60659,2.2641995,true,0,20,0.57,21.82,7.83,255,225,245,3,1,5,0,0.45
20170727 08:57:39:445,-55,14.7,0.0,34.81,41.657005,-83.60659,2.2641995,true,0,20,1.15,21.89,8.79,255,225,245,3,1,5,0,0.45
20170727 08:57:39:475,0,14.7,0.0,34.809998,41.657,-83.60659,2.2641995,true,0,20,-0.12,21.770004,7.1499996,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:494,0,14.7,0.0,34.809998,41.657005,-83.60659,2.2641995,true,0,20,0.78999996,21.810005,8.15,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:498,-57,14.7,0.0,34.81,41.657005,-83.60659,2.2641995,true,0,20,1.34,21.93,9.43,255,225,245,3,1,5,0,0.45
20170727 08:57:39:543,-55,14.7,0.0,34.81,41.657005,-83.60659,2.0359027,true,0,20,1.63,22.010002,10.04,255,225,245,3,1,5,0,0.45
20170727 08:57:39:582,-57,14.7,0.0,34.81,41.657005,-83.60659,2.0359027,true,0,20,1.78,22.099998,10.82,255,225,245,3,1,5,0,0.45
20170727 08:57:39:644,-57,14.7,0.0,34.81,41.657005,-83.60659,1.8827904,true,0,20,1.96,22.260002,11.41,255,225,245,3,1,5,0,0.45
20170727 08:57:39:685,-54,14.7,0.0,34.81,41.657005,-83.60659,1.8827904,true,0,20,2.15,22.339996,11.67,255,225,245,3,1,5,0,0.45
20170727 08:57:39:724,-59,14.7,0.0,34.81,41.657005,-83.60659,1.637956,true,0,20,2.3,22.410004,11.76,255,225,245,3,1,5,0,0.45
20170727 08:57:39:755,0,14.7,0.0,34.809998,41.657005,-83.60659,1.8827904,true,0,20,1.63,22.010002,10.04,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:791,0,14.7,0.0,34.809998,41.657005,-83.60659,1.8827904,true,0,20,1.8499999,22.160004,11.04,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:796,-58,14.7,0.0,34.81,41.657005,-83.60659,1.4617797,true,0,20,2.45,22.510002,11.37,255,225,245,3,1,5,0,0.45
20170727 08:57:39:825,0,14.7,0.0,34.809998,41.657005,-83.60659,1.4617797,true,0,20,2.3,22.410004,11.759999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:857,-61,14.7,0.0,34.81,41.657005,-83.60659,1.4617797,true,0,20,2.0,22.629997,9.14,255,225,245,3,1,5,0,0.45
20170727 08:57:39:878,0,14.7,0.0,34.809998,41.657005,-83.60659,1.4617797,true,0,20,2.35,22.54,10.929999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:39:892,-65,14.7,0.0,34.82,41.657005,-83.60659,1.4617797,true,0,20,1.59,22.68,6.68,255,225,245,3,1,5,0,0.45
20170727 08:57:39:925,-65,14.6,0.0,34.81,41.657005,-83.60659,2.4489386,true,0,20,1.17,22.699997,4.0,255,225,245,3,1,5,0,0.45
20170727 08:57:39:986,-61,14.6,0.0,34.81,41.657005,-83.60659,1.19105,true,0,20,0.57,22.760002,0.3,255,225,245,3,1,5,0,0.45
20170727 08:57:40:094,0,14.6,0.0,34.809998,41.657005,-83.60659,1.1910499,true,0,20,1.17,22.700005,4.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:110,0,14.6,0.0,34.8,41.657005,-83.60659,1.1910499,true,0,20,0.47,22.760002,-0.68,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:127,-56,14.6,0.0,34.79,41.657005,-83.60659,0.95383435,true,0,20,-0.12,22.730003,-5.16,255,225,245,3,1,5,0,0.45
20170727 08:57:40:237,0,14.6,0.0,34.79,41.657005,-83.60659,0.9831073,true,0,20,-0.12,22.730003,-5.16,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:259,-55,14.6,0.0,34.79,41.657005,-83.60659,0.9831073,true,0,20,0.58,22.629997,-7.89,255,225,245,3,1,5,0,0.45
20170727 08:57:40:275,0,14.6,0.0,34.8,41.657,-83.60659,0.9831073,true,0,20,-0.38,22.64,-6.7599998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:293,-53,14.6,0.0,34.8,41.657,-83.60659,0.9831073,true,0,20,2.26,22.660004,-9.04,255,225,245,3,1,5,0,0.45
20170727 08:57:40:325,-69,14.6,0.0,34.8,41.657,-83.60658,0.99624294,true,0,20,4.23,22.580002,-9.98,255,225,245,3,1,5,0,0.45
20170727 08:57:40:385,-70,14.6,0.0,34.81,41.657,-83.60658,0.97020614,true,0,20,7.18,22.39,-10.87,255,225,245,3,1,5,0,0.45
20170727 08:57:40:445,-58,14.6,0.0,34.82,41.657,-83.60658,0.97020614,true,0,20,9.99,22.239998,-11.73,255,225,245,3,1,5,0,0.45
20170727 08:57:40:485,0,14.6,0.0,34.809998,41.657,-83.60658,0.97020614,true,0,20,4.23,22.580002,-9.98,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:497,-56,14.6,0.0,34.82,41.657,-83.60658,0.97020614,true,0,20,11.79,22.150002,-12.13,255,225,245,3,1,5,0,0.45
20170727 08:57:40:541,-54,14.6,0.0,34.83,41.657,-83.60658,2.6901488,true,0,20,13.27,22.04,-12.4,255,225,245,3,1,5,0,0.45
20170727 08:57:40:590,-58,14.6,0.0,34.84,41.657,-83.60658,1.0481411,true,0,20,14.98,22.04,-12.39,255,225,245,3,1,5,0,0.45
20170727 08:57:40:721,-66,14.6,0.0,34.85,41.657,-83.60658,1.0481411,true,0,20,16.2,22.36,-11.31,255,225,245,3,1,5,0,0.45
20170727 08:57:40:741,0,14.6,0.0,34.829998,41.657,-83.60658,1.0481411,true,0,20,13.2699995,22.04,-12.4,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:745,0,14.6,0.0,34.85,41.657,-83.60658,1.0481411,true,0,20,15.37,22.050003,-12.309999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:772,-66,14.6,0.0,34.86,41.657005,-83.60658,1.5206906,true,0,20,16.08,22.57,-10.4,255,225,245,3,1,5,0,0.45
20170727 08:57:40:805,-55,14.6,0.0,34.86,41.657005,-83.606575,1.5206906,true,0,20,15.71,22.68,-9.75,255,225,245,3,1,5,0,0.45
20170727 08:57:40:872,-57,14.6,0.0,34.86,41.657005,-83.606575,1.5206906,true,0,20,15.06,22.769997,-8.71,255,225,245,3,1,5,0,0.45
20170727 08:57:40:895,0,14.6,0.0,34.86,41.657005,-83.60658,1.5206906,true,0,20,16.16,22.43,-11.0199995,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:900,0,14.6,0.0,34.86,41.657005,-83.606575,1.5206906,true,0,20,15.71,22.68,-9.75,255,225,245,3,1,5,0,0.45000002
20170727 08:57:40:910,-66,14.6,0.0,34.85,41.657005,-83.606575,1.5206906,true,0,20,14.57,22.79,-8.03,255,225,245,3,1,5,0,0.45
20170727 08:57:40:972,-55,14.6,0.0,34.85,41.657005,-83.606575,1.9775743,true,0,20,13.9,22.800003,-7.0,255,225,245,3,1,5,0,0.45
20170727 08:57:41:007,0,14.6,0.0,34.85,41.657005,-83.606575,1.9775742,true,0,20,14.29,22.79,-7.68,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:060,0,14.6,0.0,34.85,41.657005,-83.60657,1.9775742,true,0,20,13.42,22.770004,-6.31,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:073,-58,14.6,0.0,34.85,41.657005,-83.60657,1.9775743,true,0,20,12.76,22.800003,-5.29,255,225,245,3,1,5,0,0.45
20170727 08:57:41:127,-56,14.6,0.0,34.84,41.657005,-83.60657,2.3461883,true,0,20,12.09,22.839996,-4.33,255,225,245,3,1,5,0,0.45
20170727 08:57:41:266,0,14.6,0.0,34.84,41.657005,-83.60657,2.3461883,true,0,20,12.09,22.840004,-4.33,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:303,0,14.6,0.0,34.85,41.657005,-83.60656,2.3461883,true,0,20,11.34,22.86,-3.29,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:473,0,14.6,0.0,34.85,41.657005,-83.60656,2.5870059,true,0,20,10.58,22.849998,-2.34,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:478,0,14.6,0.0,34.85,41.657005,-83.60655,2.5870059,true,0,20,10.24,22.760002,-1.92,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:669,-65,14.6,0.0,34.84,41.657005,-83.606544,2.7715337,true,0,20,10.07,22.419998,-2.5,255,225,245,3,1,5,0,0.45
20170727 08:57:41:708,-60,14.6,0.0,34.84,41.657005,-83.606544,2.7715337,true,0,20,10.07,22.419998,-2.72,255,225,245,3,1,5,0,0.45
20170727 08:57:41:737,0,14.6,0.0,34.85,41.657005,-83.60655,2.7715337,true,0,20,9.98,22.620003,-1.93,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:755,0,14.6,0.0,34.84,41.657005,-83.606544,2.7715337,true,0,20,10.0199995,22.510002,-2.21,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:787,-69,14.6,0.0,34.84,41.657005,-83.606544,2.9305463,true,0,20,10.01,22.349998,-3.17,255,225,245,3,1,5,0,0.45
20170727 08:57:41:820,0,14.6,0.0,34.84,41.657005,-83.606544,2.930546,true,0,20,10.03,22.400002,-2.84,255,225,245,3,1,5,0,0.45000002
20170727 08:57:41:859,0,14.6,0.0,34.84,41.657005,-83.606544,2.930546,true,0,20,10.0199995,22.340004,-3.31,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:109,0,14.6,0.0,34.84,41.657005,-83.60654,3.0216055,true,0,20,10.21,22.190002,-4.36,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:117,-66,14.6,0.0,34.84,41.657005,-83.606544,3.0205297,true,0,20,10.03,22.029999,-6.14,255,225,245,3,1,5,0,0.45
20170727 08:57:42:127,0,14.6,0.0,34.85,41.657005,-83.60654,3.0216055,true,0,20,10.23,22.130005,-5.15,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:240,0,14.6,0.0,34.84,41.657005,-83.60653,3.181289,true,0,20,9.929999,22.010002,-6.3199997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:268,0,14.6,0.0,34.85,41.657005,-83.60653,3.181289,true,0,20,9.65,21.989998,-7.02,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:492,0,14.6,0.0,34.85,41.657005,-83.60652,3.360744,true,0,20,9.26,21.940002,-7.8999996,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:584,-66,14.6,0.0,34.85,41.657005,-83.60653,3.481221,true,0,20,9.56,22.029999,-8.21,255,225,245,3,1,5,0,0.45
20170727 08:57:42:620,0,14.6,0.0,34.85,41.657005,-83.60651,3.4807613,true,0,20,9.2699995,21.970001,-8.29,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:670,-81,14.6,0.0,34.84,41.657005,-83.60651,3.4807613,true,0,20,9.95,22.029999,-8.13,255,225,245,3,1,5,0,0.45
20170727 08:57:42:727,0,14.6,0.0,34.84,41.657005,-83.60651,3.4807613,true,0,20,9.7,22.020004,-8.19,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:771,-60,14.6,0.0,34.85,41.657005,-83.60651,3.6213393,true,0,20,10.21,22.019997,-8.07,255,225,245,3,1,5,0,0.45
20170727 08:57:42:834,-62,14.6,0.0,34.85,41.657005,-83.6065,3.6213393,true,0,20,10.29,22.050003,-8.01,255,225,245,3,1,5,0,0.45
20170727 08:57:42:873,0,14.6,0.0,34.85,41.657005,-83.60651,3.6213393,true,0,20,9.99,22.04,-8.07,255,225,245,3,1,5,0,0.45000002
20170727 08:57:42:893,0,14.6,0.0,34.85,41.657005,-83.6065,3.6213393,true,0,20,10.2699995,22.04,-8.03,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:017,0,14.6,0.0,34.85,41.657005,-83.6065,3.794272,true,0,20,10.349999,22.050003,-7.97,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:058,0,14.6,0.0,34.85,41.657005,-83.60649,3.794272,true,0,20,10.41,22.120003,-8.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:182,-62,14.6,0.0,34.85,41.657005,-83.6065,3.9212372,true,0,20,10.83,22.39,-8.04,255,225,245,3,1,5,0,0.45
20170727 08:57:43:251,-64,14.6,0.0,34.85,41.657005,-83.606476,3.9281676,true,0,20,10.87,22.300003,-8.1,255,225,245,3,1,5,0,0.45
20170727 08:57:43:283,0,14.6,0.0,34.85,41.657005,-83.60648,3.9281673,true,0,20,10.57,22.36,-8.03,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:301,0,14.6,0.0,34.85,41.657005,-83.606476,3.9281673,true,0,20,10.86,22.410004,-8.05,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:457,0,14.6,0.0,34.85,41.657005,-83.60647,4.1494694,true,0,20,10.88,22.260002,-8.17,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:470,0,14.6,0.0,34.86,41.657005,-83.60647,4.1494694,true,0,20,10.84,22.169998,-8.349999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:631,-63,14.6,0.0,34.85,41.657005,-83.606476,4.317256,true,0,20,10.89,22.019997,-8.66,255,225,245,3,1,5,0,0.45
20170727 08:57:43:698,-64,14.6,0.0,34.84,41.657005,-83.60646,4.317847,true,0,20,10.94,22.050003,-8.64,255,225,245,3,1,5,0,0.45
20170727 08:57:43:732,0,14.6,0.0,34.86,41.657005,-83.60647,4.317847,true,0,20,10.87,22.11,-8.599999,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:749,0,14.6,0.0,34.85,41.657005,-83.60646,4.317847,true,0,20,10.9,22.060005,-8.63,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:792,-74,14.6,0.0,34.83,41.657005,-83.60645,4.457847,true,0,20,11.1,21.989998,-8.55,255,225,245,3,1,5,0,0.45
20170727 08:57:43:831,0,14.6,0.0,34.84,41.657005,-83.60645,4.457847,true,0,20,10.94,22.050003,-8.61,255,225,245,3,1,5,0,0.45000002
20170727 08:57:43:859,0,14.6,0.0,34.829998,41.657005,-83.606445,4.457847,true,0,20,11.099999,21.989998,-8.55,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:101,0,14.6,0.0,34.829998,41.65701,-83.60644,4.695114,true,0,20,11.3,21.870003,-8.61,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:119,0,14.6,0.0,34.829998,41.65701,-83.60644,4.695114,true,0,20,11.349999,21.940002,-8.79,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:162,-61,14.6,0.0,34.83,41.65701,-83.60644,4.8039355,true,0,20,11.58,21.980003,-8.99,255,225,245,3,1,5,0,0.45
20170727 08:57:44:248,0,14.6,0.0,34.85,41.65701,-83.60643,4.801604,true,0,20,11.5,21.950005,-9.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:265,0,14.6,0.0,34.84,41.65701,-83.60643,4.801604,true,0,20,11.73,21.970001,-8.95,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:282,-59,14.6,0.0,34.85,41.65701,-83.60643,4.801604,true,0,20,12.11,22.129997,-8.43,255,225,245,3,1,5,0,0.45
20170727 08:57:44:372,-58,14.6,0.0,34.84,41.65701,-83.606415,5.014469,true,0,20,11.11,22.279999,-7.11,255,225,245,3,1,5,0,0.45
20170727 08:57:44:432,-59,14.6,0.0,34.84,41.65701,-83.606415,5.014469,true,0,20,9.7,22.400002,-6.15,255,225,245,3,1,5,0,0.45
20170727 08:57:44:498,0,14.6,0.0,34.84,41.65701,-83.60642,5.014469,true,0,20,12.05,22.190002,-8.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:606,0,14.7,0.0,34.85,41.657013,-83.60641,5.187225,true,0,20,8.16,22.370003,-5.08,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:644,-60,14.7,0.0,34.84,41.657013,-83.6064,5.187225,true,0,20,6.97,22.260002,-4.04,255,225,245,3,1,5,0,0.45
20170727 08:57:44:677,-68,14.7,0.0,34.84,41.657013,-83.60639,5.187225,true,0,20,6.84,22.18,-3.96,255,225,245,3,1,5,0,0.45
20170727 08:57:44:727,0,14.7,0.0,34.84,41.657013,-83.6064,5.187225,true,0,20,7.22,22.279999,-4.2799997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:877,0,14.7,0.0,34.84,41.657013,-83.60639,5.1228895,true,0,20,6.8399997,22.18,-3.9599998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:44:898,-60,14.7,0.0,34.84,41.657013,-83.60639,5.1228895,true,0,20,7.28,21.900002,-4.13,255,225,245,3,1,5,0,0.45
20170727 08:57:44:903,0,14.7,0.0,34.84,41.657013,-83.60639,5.1228895,true,0,20,6.74,22.0,-3.9499998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:063,0,14.7,0.0,34.829998,41.657013,-83.606384,5.007165,true,0,20,7.4199996,21.86,-4.17,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:080,0,14.7,0.0,34.84,41.657013,-83.60638,5.007165,true,0,20,7.7999997,21.720001,-4.41,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:286,0,14.7,0.0,34.829998,41.657017,-83.60637,5.012195,true,0,20,8.21,21.690002,-4.67,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:309,0,14.7,0.0,34.82,41.657017,-83.60636,5.012195,true,0,20,8.599999,21.64,-5.5,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:355,-63,14.7,0.0,34.83,41.657017,-83.60636,5.011746,true,0,20,8.91,21.419998,-9.97,255,225,245,3,1,5,0,0.45
20170727 08:57:45:459,0,14.7,0.0,34.809998,41.657017,-83.60635,5.0084825,true,0,20,8.929999,21.470001,-9.01,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:480,-63,14.7,0.0,34.82,41.657017,-83.606346,5.0084825,true,0,20,8.06,21.32,-11.83,255,225,245,3,1,5,0,0.45
20170727 08:57:45:494,0,14.7,0.0,34.82,41.657017,-83.606346,5.0084825,true,0,20,8.57,21.330002,-10.78,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:739,0,14.7,0.0,34.829998,41.657017,-83.606346,5.0640006,true,0,20,7.91,21.380005,-12.0,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:762,0,14.7,0.0,34.84,41.657017,-83.60634,5.0640006,true,0,20,8.2,21.529999,-10.83,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:776,-67,14.7,0.0,34.83,41.657017,-83.606346,5.173065,true,0,20,9.23,21.900002,-6.52,255,225,245,3,1,5,0,0.45
20170727 08:57:45:811,0,14.7,0.0,34.84,41.657017,-83.60633,5.2108636,true,0,20,8.889999,21.779999,-7.74,255,225,245,3,1,5,0,0.45000002
20170727 08:57:45:876,0,14.7,0.0,34.85,41.657017,-83.60632,5.2108636,true,0,20,9.28,21.89,-6.15,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:108,0,14.7,0.0,34.85,41.657017,-83.606316,5.173828,true,0,20,9.679999,22.0,-4.88,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:125,0,14.7,0.0,34.85,41.65702,-83.60631,5.173828,true,0,20,9.429999,21.950005,-4.5,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:158,-66,14.7,0.0,34.85,41.657017,-83.60632,5.240238,true,0,20,9.18,22.019997,-4.44,255,225,245,3,1,5,0,0.45
20170727 08:57:46:244,0,14.7,0.0,34.85,41.65702,-83.60631,5.228537,true,0,20,9.21,21.96,-4.45,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:258,-60,14.7,0.0,34.85,41.65702,-83.60631,5.228537,true,0,20,9.14,21.980003,-4.58,255,225,245,3,1,5,0,0.45
20170727 08:57:46:276,0,14.7,0.0,34.86,41.65702,-83.60631,5.228537,true,0,20,9.13,22.050003,-4.46,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:373,-57,14.7,0.0,34.86,41.65702,-83.6063,5.190077,true,0,20,9.31,22.04,-4.96,255,225,245,3,1,5,0,0.45
20170727 08:57:46:439,-57,14.7,0.0,34.87,41.657024,-83.60629,5.188468,true,0,20,9.07,21.940002,-5.2,255,225,245,3,1,5,0,0.45
20170727 08:57:46:477,-66,14.7,0.0,34.87,41.657024,-83.606285,5.188468,true,0,20,9.0,22.019997,-5.31,255,225,245,3,1,5,0,0.45
20170727 08:57:46:498,0,14.7,0.0,34.86,41.65702,-83.60629,5.188468,true,0,20,9.28,22.010002,-4.7999997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:543,-65,14.7,0.0,34.87,41.657024,-83.606285,5.2263274,true,0,20,8.98,22.019997,-5.49,255,225,245,3,1,5,0,0.45
20170727 08:57:46:577,-64,14.7,0.0,34.87,41.657024,-83.60628,5.232829,true,0,20,8.85,21.900002,-5.85,255,225,245,3,1,5,0,0.45
20170727 08:57:46:609,0,14.7,0.0,34.87,41.657024,-83.606285,5.232829,true,0,20,8.98,22.020004,-5.49,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:639,-65,14.7,0.0,34.86,41.657024,-83.60628,5.232829,true,0,20,8.9,21.870003,-6.13,255,225,245,3,1,5,0,0.45
20170727 08:57:46:676,-57,14.7,0.0,34.87,41.657024,-83.60627,5.232829,true,0,20,8.83,21.900002,-6.23,255,225,245,3,1,5,0,0.45
20170727 08:57:46:749,0,14.7,0.0,34.86,41.657024,-83.60628,5.232829,true,0,20,8.809999,21.89,-5.95,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:761,-65,14.7,0.0,34.87,41.657024,-83.60627,5.2032585,true,0,20,8.65,21.800003,-6.51,255,225,245,3,1,5,0,0.45
20170727 08:57:46:876,0,14.7,0.0,34.87,41.657024,-83.60627,5.1802897,true,0,20,8.7,21.79,-6.3599997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:893,0,14.7,0.0,34.86,41.657024,-83.60627,5.1802897,true,0,20,8.65,21.800003,-6.66,255,225,245,3,1,5,0,0.45000002
20170727 08:57:46:956,-63,14.7,0.0,34.85,41.65703,-83.60626,5.229952,true,0,20,8.48,21.89,-6.84,255,225,245,3,1,5,0,0.45
20170727 08:57:47:006,0,14.7,0.0,34.85,41.65703,-83.60626,5.228585,true,0,20,8.46,21.810005,-6.81,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:038,-58,14.7,0.0,34.85,41.65703,-83.606255,5.228585,true,0,20,8.36,22.080002,-6.71,255,225,245,3,1,5,0,0.45
20170727 08:57:47:071,0,14.7,0.0,34.85,41.65703,-83.606255,5.228585,true,0,20,8.429999,21.910004,-6.7799997,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:109,-58,14.7,0.0,34.85,41.65703,-83.60625,5.228585,true,0,20,8.32,22.099998,-6.58,255,225,245,3,1,5,0,0.45
20170727 08:57:47:124,-69,14.7,0.0,34.85,41.65703,-83.60625,5.258194,true,0,20,8.35,22.25,-6.51,255,225,245,3,1,5,0,0.45
20170727 08:57:47:254,-58,14.7,0.0,34.85,41.65703,-83.60624,5.2695923,true,0,20,8.4,22.489998,-6.28,255,225,245,3,1,5,0,0.45
20170727 08:57:47:293,0,14.7,0.0,34.85,41.65703,-83.60625,5.2695923,true,0,20,8.349999,22.25,-6.5099998,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:321,0,14.7,0.0,34.86,41.65703,-83.60624,5.2695923,true,0,20,8.42,22.450005,-6.31,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:325,-67,14.7,0.0,34.86,41.65703,-83.60623,5.2995563,true,0,20,8.28,22.64,-6.2,255,225,245,3,1,5,0,0.45
20170727 08:57:47:387,-60,14.7,0.0,34.86,41.65703,-83.60623,5.2995563,true,0,20,8.14,22.64,-6.23,255,225,245,3,1,5,0,0.45
20170727 08:57:47:437,-69,14.7,0.0,34.88,41.657032,-83.60623,5.3041115,true,0,20,8.0,22.730003,-6.38,255,225,245,3,1,5,0,0.45
20170727 08:57:47:472,0,14.7,0.0,34.87,41.657032,-83.60623,5.3041115,true,0,20,8.28,22.64,-6.2,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:476,0,14.7,0.0,34.88,41.657032,-83.60623,5.3041115,true,0,20,8.13,22.68,-6.27,255,225,245,3,1,5,0,0.45000002
20170727 08:57:47:488,-66,14.7,0.0,34.88,41.657032,-83.606224,5.3041115,true,0,20,8.06,22.739998,-6.49,255,225,245,3,1,5,0,0.45
20170727 08:57:47:535,-62,14.7,0.0,34.88,41.657032,-83.606224,5.3039227,true,0,20,7.99,22.690002,-6.58,255,225,245,3,1,5,0,0.45
20170727 08:57:47:578,-73,14.7,0.0,34.88,41.657032,-83.60622,5.2893853,true,0,20,7.89,22.64,-6.84,255,225,245,3,1,5,0,0.45
20170727 08:57:47:638,-63,14.7,0.0,34.88,41.657032,-83.60622,5.2893853,true,0,20,8.01,22.669998,-7.03,255,225,245,3,1,5,0,0.45
20170727 08:57:47:703,-66,14.7,0.0,34.88,41.657032,-83.60621,5.2893853,true,0,20,7.92,22.580002,-7.12,255,225,245,3,1,5,0,0.45
